,98_LogisticMF
ACC,0.975609756097561
AUC,0.5
Fscore,0.00036461994153648306
HR@10,0.0125
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6986327236934193
NDCGk,0.2205978238838957
global AUC,0.9541508980028762
global NDCG,0.46301616586780714
prediction time (sec),0.010519266128540039
training time (sec),7.545292139053345
