,58_LogisticMF
ACC,0.975609756097561
AUC,0.5
Fscore,0.0004010852766998725
HR@10,0.0125
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6678376171361575
NDCGk,0.17794465446372684
global AUC,0.9401372414389672
global NDCG,0.458016551004519
prediction time (sec),0.011027812957763672
training time (sec),8.224632740020752
