,71_DDA_SKF
ACC,0.5555555555555556
AUC,0.5336498897427521
Fscore,0.0014758379088075
HR@10,0.00516795865633075
HR@2,0.0
HR@5,0.002583979328165375
Lin's AUC,0.48997522669893806
NDCGk,0.2503953140332877
global AUC,0.5618750201762216
global NDCG,0.524040459100593
prediction time (sec),0.053117990493774414
training time (sec),303.470858335495
