,30_DDA_SKF
ACC,0.49612403100775193
AUC,0.5277275186512866
Fscore,0.001110393792642444
HR@10,0.007751937984496124
HR@2,0.0
HR@5,0.0
Lin's AUC,0.48306581501772056
NDCGk,0.22773713848429472
global AUC,0.5068917368994486
global NDCG,0.49752960649756733
prediction time (sec),0.05412435531616211
training time (sec),296.225380897522
