,62_DDA_SKF
ACC,0.5193798449612403
AUC,0.5360712820732797
Fscore,0.001248612749004303
HR@10,0.0103359173126615
HR@2,0.00516795865633075
HR@5,0.007751937984496124
Lin's AUC,0.5044807712445735
NDCGk,0.2372172076757725
global AUC,0.5294213882373208
global NDCG,0.5421152048757221
prediction time (sec),0.07365918159484863
training time (sec),297.79969000816345
