,94_PMF
ACC,0.5788113695090439
AUC,0.5406707128712329
Fscore,0.0012312072756257625
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5646882339330273
NDCGk,0.2200564745703802
global AUC,0.5747145467481063
global NDCG,0.464689170176088
prediction time (sec),0.016700029373168945
training time (sec),18.196695804595947
