,46_NIMCGCN
ACC,1.0
AUC,0.5
Fscore,0.004049670655826028
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5240659030219957
NDCGk,0.24538664018780795
global AUC,0.912148122846752
global NDCG,0.4863102271690606
prediction time (sec),13.214696407318115
training time (sec),342.56529211997986
