,69_ALSWR
ACC,0.036619718309859155
AUC,0.49216421588593146
Fscore,1.3904651669685604e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.013270844623113842
NDCGk,0.18171404088419743
global AUC,0.09788316883560445
global NDCG,0.40555959643662115
prediction time (sec),0.1438124179840088
training time (sec),75.20517873764038
