,29_ALSWR
ACC,0.03755868544600939
AUC,0.4913387464503265
Fscore,0.0
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.019121208882709347
NDCGk,0.1799709607975555
global AUC,0.09794373403196735
global NDCG,0.4060433433750591
prediction time (sec),0.18864822387695312
training time (sec),65.01631212234497
