,46_NIMCGCN
ACC,1.0
AUC,0.5
Fscore,0.001379204508715284
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4839789985618157
NDCGk,0.21933973652545508
global AUC,0.8997139391944695
global NDCG,0.4879576905895383
prediction time (sec),13.028754949569702
training time (sec),367.4980118274689
