,77_PMF
ACC,0.5365853658536586
AUC,0.5343578438038723
Fscore,0.0005106848644509625
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.553373184079408
NDCGk,0.19725496627209016
global AUC,0.5419321659115729
global NDCG,0.33185237075556917
prediction time (sec),0.006554365158081055
training time (sec),9.440232992172241
