,33_HAN
ACC,0.9716386554621849
AUC,0.5
Fscore,0.0002584860388506114
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7024205520515304
NDCGk,0.18549730496800104
global AUC,0.9447437181652669
global NDCG,0.5248672174138387
prediction time (sec),0.42737364768981934
training time (sec),982.4560244083405
