,32_HAN
ACC,0.9716386554621849
AUC,0.5
Fscore,0.000300278996609343
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7159333558536319
NDCGk,0.18612291716824916
global AUC,0.9398150866533928
global NDCG,0.5187443477396204
prediction time (sec),0.44666218757629395
training time (sec),964.5878067016602
