,55_SimpleBinaryClassifier
ACC,1.0
AUC,0.5
Fscore,0.0011326870492737902
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4693314109602638
NDCGk,0.22372748513658097
global AUC,0.9005311577518786
global NDCG,0.4946722975255211
prediction time (sec),1.640373706817627
training time (sec),675.0424842834473
