,12_SimpleBinaryClassifier
ACC,1.0
AUC,0.5
Fscore,0.0011326870492737902
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.471499785093756
NDCGk,0.22372748513658097
global AUC,0.8993251134041308
global NDCG,0.4915458036561743
prediction time (sec),2.1235148906707764
training time (sec),569.5088317394257
