,13_SimpleBinaryClassifier
ACC,1.0
AUC,0.5
Fscore,0.0011326870492737902
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4783481940909897
NDCGk,0.22372748513658097
global AUC,0.9009445151478346
global NDCG,0.49082972422091903
prediction time (sec),2.2660770416259766
training time (sec),583.7432436943054
