,97_DDA_SKF
ACC,0.31683168316831684
AUC,0.5792961382742398
Fscore,0.0001787401885551278
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.37100486848347997
NDCGk,0.17941804894198946
global AUC,0.39306882414133043
global NDCG,0.3478996723013684
prediction time (sec),1.2955634593963623
training time (sec),317.102415561676
