,18_SCPMF
ACC,0.3835616438356164
AUC,0.5363356273389809
Fscore,0.00044236369633073616
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4523724511430179
NDCGk,0.24638301453661218
global AUC,0.3866762111388615
global NDCG,0.3035351932501838
prediction time (sec),0.26297473907470703
training time (sec),92.47862601280212
