,27_SCPMF
ACC,0.4246575342465753
AUC,0.4878715274221936
Fscore,0.00035767633868522003
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4181876587284405
NDCGk,0.19802703277635014
global AUC,0.4211594461443096
global NDCG,0.31237153624120667
prediction time (sec),0.25360894203186035
training time (sec),82.13223385810852
