,56_SCPMF
ACC,0.410958904109589
AUC,0.47901647456075086
Fscore,0.0004890912731005672
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4375434498172354
NDCGk,0.19239225830477694
global AUC,0.40818566130758666
global NDCG,0.3139081770443083
prediction time (sec),0.41576385498046875
training time (sec),64.50814008712769
