,37_ALSWR
ACC,0.6901639344262295
AUC,0.6138827211156679
Fscore,0.0009974346870124501
HR@10,0.009836065573770493
HR@2,0.001639344262295082
HR@5,0.003278688524590164
Lin's AUC,0.6665624311854255
NDCGk,0.23290494558740443
global AUC,0.6987508517834964
global NDCG,0.7306357203484658
prediction time (sec),0.06652641296386719
training time (sec),33.963091135025024
