,71_ALSWR
ACC,0.6934426229508197
AUC,0.6216368741248346
Fscore,0.0009519722061195244
HR@10,0.011475409836065573
HR@2,0.0
HR@5,0.004918032786885246
Lin's AUC,0.6501572963703692
NDCGk,0.22650086944670164
global AUC,0.699487971236101
global NDCG,0.717766734477222
prediction time (sec),0.13029766082763672
training time (sec),35.079498529434204
