,27_LogisticMF
ACC,1.0
AUC,0.5
Fscore,0.0018876231996239703
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7522034885688739
NDCGk,0.27890988615983525
global AUC,0.9409329150975382
global NDCG,0.5675056867755306
prediction time (sec),0.03816056251525879
training time (sec),19.1486554145813
