,23_HAN
ACC,1.0
AUC,0.5
Fscore,0.000582759066400591
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6374790524602942
NDCGk,0.2344515203780612
global AUC,0.9267651095744676
global NDCG,0.5301578505037688
prediction time (sec),0.24601006507873535
training time (sec),556.3781926631927
