,43_HAN
ACC,1.0
AUC,0.5
Fscore,0.000582759066400591
HR@10,0.004081632653061225
HR@2,0.0020408163265306124
HR@5,0.0020408163265306124
Lin's AUC,0.624464641525525
NDCGk,0.2344515203780612
global AUC,0.9227099211657626
global NDCG,0.5215427058488188
prediction time (sec),0.16328215599060059
training time (sec),523.8032867908478
