,47_ALSWR
ACC,0.75
AUC,0.6470393039502187
Fscore,0.0004461781158788326
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6679018971351511
NDCGk,0.21610707748729924
global AUC,0.7599654248987724
global NDCG,0.67748847401754
prediction time (sec),0.17766356468200684
training time (sec),50.696593284606934
