,20_ALSWR
ACC,0.7773109243697479
AUC,0.659365089594502
Fscore,0.0005688212385225422
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7163624932362681
NDCGk,0.21622575936184585
global AUC,0.7886955997499265
global NDCG,0.7035224223347951
prediction time (sec),0.17695283889770508
training time (sec),51.879671812057495
