,86_SimpleBinaryClassifier
ACC,1.0
AUC,0.5
Fscore,0.0013204488327524882
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5076988814396088
NDCGk,0.21806512041309406
global AUC,0.9039441935687372
global NDCG,0.4824203308445557
prediction time (sec),1.638131856918335
training time (sec),522.870386838913
