,92_FastaiCollabWrapper
ACC,0.9630225080385852
AUC,0.5
Fscore,0.00023393016185763597
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6063000365506419
NDCGk,0.16572411557719868
global AUC,0.9045407250902462
global NDCG,0.5069579514897772
prediction time (sec),109.35993647575378
training time (sec),1294.0230395793915
