,35_DRRS
ACC,0.5207823960880196
AUC,0.5238218354632453
Fscore,0.0013070633824118028
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5335869211774501
NDCGk,0.22883406649628685
global AUC,0.5264765112189559
global NDCG,0.5048797101019715
prediction time (sec),0.015096426010131836
training time (sec),647.4018437862396
