,79_DRRS
ACC,0.48166259168704156
AUC,0.5156157688343053
Fscore,0.001207230145771393
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5367533355338837
NDCGk,0.23476774153777932
global AUC,0.49194057042673756
global NDCG,0.49771413043889423
prediction time (sec),0.0155181884765625
training time (sec),1418.9112317562103
