,11_DRRS
ACC,0.5281173594132029
AUC,0.5231178474115786
Fscore,0.0013679615364294894
HR@10,0.0024449877750611247
HR@2,0.0
HR@5,0.0024449877750611247
Lin's AUC,0.5477824914557963
NDCGk,0.22558986586875795
global AUC,0.5326876118859146
global NDCG,0.5029411165596932
prediction time (sec),0.014181852340698242
training time (sec),651.998242855072
