,52_DRRS
ACC,0.508557457212714
AUC,0.5158810868818001
Fscore,0.001272410561840444
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5150228563618399
NDCGk,0.22285830791611486
global AUC,0.5133791724534897
global NDCG,0.49694027250765116
prediction time (sec),0.007633686065673828
training time (sec),617.8031053543091
