,83_HAN
ACC,1.0
AUC,0.5
Fscore,0.004049670655826028
HR@10,0.0030959752321981426
HR@2,0.0030959752321981426
HR@5,0.0030959752321981426
Lin's AUC,0.708731332117365
NDCGk,0.24538664018780795
global AUC,0.932472004036668
global NDCG,0.5663339797656424
prediction time (sec),0.1371004581451416
training time (sec),327.0314633846283
