,5_PMF
ACC,0.5134474327628362
AUC,0.5099334120742298
Fscore,0.0011482686881044253
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5139358228797509
NDCGk,0.21899133079752758
global AUC,0.5122605971473382
global NDCG,0.4576451514542603
prediction time (sec),0.011209249496459961
training time (sec),21.37814426422119
