,10_PMF
ACC,0.5061124694376528
AUC,0.5177331666608979
Fscore,0.001084659645142009
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5349732010387507
NDCGk,0.21625876969022279
global AUC,0.5075901292199803
global NDCG,0.4585485282706325
prediction time (sec),0.01752948760986328
training time (sec),25.843509674072266
