,28_BNNR
ACC,1.0
AUC,0.5
Fscore,0.004049670655826028
HR@10,0.009287925696594427
HR@2,0.006191950464396285
HR@5,0.006191950464396285
Lin's AUC,0.6593594621548923
NDCGk,0.24538664018780795
global AUC,0.9323147373306814
global NDCG,0.600652156806604
prediction time (sec),0.034043073654174805
training time (sec),903.9636936187744
