,33_BNNR
ACC,1.0
AUC,0.5
Fscore,0.004049670655826028
HR@10,0.009287925696594427
HR@2,0.006191950464396285
HR@5,0.009287925696594427
Lin's AUC,0.6574301549179302
NDCGk,0.24538664018780795
global AUC,0.932092497017998
global NDCG,0.6092455637987205
prediction time (sec),0.029407739639282227
training time (sec),455.71421909332275
