,10_NIMCGCN
ACC,0.9863013698630136
AUC,0.5
Fscore,0.0003800289612777521
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.48520679606594863
NDCGk,0.1975368959252907
global AUC,0.8978516228005368
global NDCG,0.3222085307524671
prediction time (sec),10.46756911277771
training time (sec),302.1612915992737
