,94_NIMCGCN
ACC,0.9863013698630136
AUC,0.5
Fscore,0.0003800289612777521
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5001329544863923
NDCGk,0.1975368959252907
global AUC,0.8979607174992401
global NDCG,0.3219338097333981
prediction time (sec),9.538675308227539
training time (sec),265.88415455818176
