,4_LRSSL
ACC,0.974025974025974
AUC,0.5
Fscore,0.00018573184185688923
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.463988763106426
NDCGk,0.17172520883756393
global AUC,0.8894267671780862
global NDCG,0.49461363496765254
prediction time (sec),34.27854776382446
training time (sec),17717.562955141068
