,75_LRSSL
ACC,0.6502164502164502
AUC,0.5
Fscore,0.00011415607936403663
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5042746880976574
NDCGk,0.1752198543616761
global AUC,0.625806397505071
global NDCG,0.4740447151324083
prediction time (sec),78.27308249473572
training time (sec),23608.85434603691
