,84_LogisticMF
ACC,1.0
AUC,0.5
Fscore,0.00024342051892371294
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5373077833265968
NDCGk,0.1773132460734375
global AUC,0.9118773819602761
global NDCG,0.3136347360083813
prediction time (sec),2.263381004333496
training time (sec),324.7928614616394
