,14_LogisticMF
ACC,1.0
AUC,0.5
Fscore,0.00024342051892371294
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6088162814252276
NDCGk,0.1773132460734375
global AUC,0.9205003860581034
global NDCG,0.31453070806938227
prediction time (sec),1.2313206195831299
training time (sec),298.5220251083374
