,67_SimpleBinaryClassifier
ACC,1.0
AUC,0.5
Fscore,0.004049670655826028
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.45808122268264106
NDCGk,0.24538664018780795
global AUC,0.8958491464738857
global NDCG,0.45853297018255085
prediction time (sec),2.8542439937591553
training time (sec),971.0556025505066
