,45_SimpleBinaryClassifier
ACC,1.0
AUC,0.5
Fscore,0.004049670655826028
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.46065016930102665
NDCGk,0.24538664018780795
global AUC,0.8967911092111672
global NDCG,0.45959853546507035
prediction time (sec),2.902923345565796
training time (sec),960.5503580570221
