,60_SimpleBinaryClassifier
ACC,1.0
AUC,0.5
Fscore,0.004049670655826028
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4574115406454268
NDCGk,0.24538664018780795
global AUC,0.8975946197676362
global NDCG,0.46038040701514976
prediction time (sec),2.9066526889801025
training time (sec),986.4467725753784
