,22_LRSSL
ACC,0.0
AUC,0.49982213066137116
Fscore,0.0
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5505664593613279
NDCGk,0.2789061746439673
global AUC,0.10470319491426919
global NDCG,0.3867190874447976
prediction time (sec),2.09662127494812
training time (sec),204.51789355278015
