,64_LRSSL
ACC,0.0
AUC,0.49979924372717965
Fscore,0.0
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4905932193740704
NDCGk,0.27897953247409546
global AUC,0.09773818382482306
global NDCG,0.38648080820057945
prediction time (sec),2.09405779838562
training time (sec),207.10308361053467
