,62_ALSWR
ACC,0.6511627906976745
AUC,0.5759471575291106
Fscore,0.0015640483984869693
HR@10,0.00516795865633075
HR@2,0.0
HR@5,0.0
Lin's AUC,0.65707427093933
NDCGk,0.22874962110979624
global AUC,0.6552940717245878
global NDCG,0.6015828297743742
prediction time (sec),0.03744816780090332
training time (sec),16.32556986808777
