,78_ALSWR
ACC,0.648578811369509
AUC,0.5917674135627762
Fscore,0.002018435665100568
HR@10,0.007751937984496124
HR@2,0.002583979328165375
HR@5,0.00516795865633075
Lin's AUC,0.6502503493600382
NDCGk,0.2532857019650693
global AUC,0.6554195235289547
global NDCG,0.6293248289162204
prediction time (sec),0.04639124870300293
training time (sec),17.116921424865723
