,72_ALSWR
ACC,0.6692506459948321
AUC,0.591275277536909
Fscore,0.00178847724914248
HR@10,0.015503875968992248
HR@2,0.002583979328165375
HR@5,0.007751937984496124
Lin's AUC,0.671653817318446
NDCGk,0.24725366460418782
global AUC,0.674482122256421
global NDCG,0.6356796680828906
prediction time (sec),0.023459196090698242
training time (sec),17.72129201889038
