,24_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.001470045501135046
HR@10,0.00516795865633075
HR@2,0.0
HR@5,0.00516795865633075
Lin's AUC,0.8545061085125859
NDCGk,0.2430122923629786
global AUC,0.9719596209389852
global NDCG,0.6674840330064081
prediction time (sec),0.024385452270507812
training time (sec),2799.8748803138733
