,87_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.001491046664700973
HR@10,0.002583979328165375
HR@2,0.0
HR@5,0.002583979328165375
Lin's AUC,0.8609778303047116
NDCGk,0.23128807989704522
global AUC,0.970639143914934
global NDCG,0.6573507954337628
prediction time (sec),0.025687694549560547
training time (sec),2803.970026731491
