,42_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.0015684475217363142
HR@10,0.0103359173126615
HR@2,0.002583979328165375
HR@5,0.00516795865633075
Lin's AUC,0.8568072489876264
NDCGk,0.2166117078197694
global AUC,0.9702932219865388
global NDCG,0.6840354921084736
prediction time (sec),0.029067039489746094
training time (sec),2832.602378129959
