,37_ALSWR
ACC,0.0673469387755102
AUC,0.5117104101791297
Fscore,0.00032978071266078813
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.06571895588587695
NDCGk,0.22869851141754907
global AUC,0.15402659568006447
global NDCG,0.39262516008658893
prediction time (sec),0.06580924987792969
training time (sec),32.88406157493591
