,78_ALSWR
ACC,0.05714285714285714
AUC,0.5052729988897322
Fscore,0.00029180884022128
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.06894283646180606
NDCGk,0.22335303993358666
global AUC,0.14567345193254888
global NDCG,0.3889391101404252
prediction time (sec),0.06752181053161621
training time (sec),31.87834906578064
